# Assets the client requests that we cannot supply.
# Drop a PNG named <file> into <game>_Data/LooseArt/ and it is used.
#
# request	file	card name
XY10/packs/XY10FatesCollide	XY10_packs_XY10FatesCollide.png	
XY10/prereleasepackxy10	XY10_prereleasepackxy10.png	
XY10/skyguardianxy10pcd	XY10_skyguardianxy10pcd.png	
XY10/xerneasexsummer2016	XY10_xerneasexsummer2016.png	
XY10/xy10elitetrainerbox	XY10_xy10elitetrainerbox.png	
XY10/yveltalexsummer2016	XY10_yveltalexsummer2016.png	
XY10/zygardeexsummer2016	XY10_zygardeexsummer2016.png	
XY11/articunopcd	XY11_articunopcd.png	
XY11/gearsoffirexy11pcd	XY11_gearsoffirexy11pcd.png	
XY11/magearnafall2016	XY11_magearnafall2016.png	
XY11/moltrespcd	XY11_moltrespcd.png	
XY11/packs/XY11SteamSiege	XY11_packs_XY11SteamSiege.png	
XY11/packs/xy11steamsiege	XY11_packs_xy11steamsiege.png	
XY11/pikachufall2016	XY11_pikachufall2016.png	
XY11/prereleasepackxy11	XY11_prereleasepackxy11.png	
XY11/ringoflightningxy11pcd	XY11_ringoflightningxy11pcd.png	
XY11/volcanionfall2016	XY11_volcanionfall2016.png	
XY11/xy11elitetrainerbox	XY11_xy11elitetrainerbox.png	
XY11/zapdospcd	XY11_zapdospcd.png	
XY12/XY12elitetrainermblastoisebox	XY12_XY12elitetrainermblastoisebox.png	
XY12/XY12elitetrainermcharizardybox	XY12_XY12elitetrainermcharizardybox.png	
XY12/mewtwomayhemxy12pcd	XY12_mewtwomayhemxy12pcd.png	
XY12/packs/XY12Evolutions	XY12_packs_XY12Evolutions.png	
XY12/packs/xy12evolutions	XY12_packs_xy12evolutions.png	
XY12/pikachupowerxy12pcd	XY12_pikachupowerxy12pcd.png	
XY12/prereleasepackxy12	XY12_prereleasepackxy12.png	
XY2/packs/XY2Flashfire	XY2_packs_XY2Flashfire.png	
XY2/packs/XY2FlashfirePT	XY2_packs_XY2FlashfirePT.png	
XY2/xy2helioliskdeck	XY2_xy2helioliskdeck.png	
XY2/xy2meowsticdeck	XY2_xy2meowsticdeck.png	
XY3/packs/XY3FuriousFists	XY3_packs_XY3FuriousFists.png	
XY3/packs/XY3FuriousFistsPT	XY3_packs_XY3FuriousFistsPT.png	
XY3/pangoroxy3deck	XY3_pangoroxy3deck.png	
XY3/sylveonxy3deck	XY3_sylveonxy3deck.png	
XY4/bolttwisterxy4deck	XY4_bolttwisterxy4deck.png	
XY4/burningwindsxy4deck	XY4_burningwindsxy4deck.png	
XY4/packs/XY4PhantomForce	XY4_packs_XY4PhantomForce.png	
XY4/packs/XY4PhantomForcePT	XY4_packs_XY4PhantomForcePT.png	
XY5/earthspulsexy5deck	XY5_earthspulsexy5deck.png	
XY5/groudonspring2015	XY5_groudonspring2015.png	
XY5/kyogrespring2015	XY5_kyogrespring2015.png	
XY5/oceanscorexy5deck	XY5_oceanscorexy5deck.png	
XY5/packs/XY5PrimalClash	XY5_packs_XY5PrimalClash.png	
XY5/packs/XY5PrimalClashPT	XY5_packs_XY5PrimalClashPT.png	
XY6/aurorablastxy6deck	XY6_aurorablastxy6deck.png	
XY6/blazikenexsummer2015	XY6_blazikenexsummer2015.png	
XY6/packs/XY6RoaringSkies	XY6_packs_XY6RoaringSkies.png	
XY6/sceptileexsummer2015	XY6_sceptileexsummer2015.png	
XY6/stormriderxy6deck	XY6_stormriderxy6deck.png	
XY6/swampertexsummer2015	XY6_swampertexsummer2015.png	
XY7/darkraivsmewtwo	XY7_darkraivsmewtwo.png	
XY7/hoopaexfall2015	XY7_hoopaexfall2015.png	
XY7/irontidexy7deck	XY7_irontidexy7deck.png	
XY7/latiosexfall2015	XY7_latiosexfall2015.png	
XY7/packs/XY7AncientOrigins	XY7_packs_XY7AncientOrigins.png	
XY7/rayquazaexfall2015	XY7_rayquazaexfall2015.png	
XY7/stoneheartxy7deck	XY7_stoneheartxy7deck.png	
XY7/xy7bundle3packa	XY7_xy7bundle3packa.png	
XY7/xy7bundle3packb	XY7_xy7bundle3packb.png	
XY7/xy7bundlecoinpacka	XY7_xy7bundlecoinpacka.png	
XY7/xy7bundlecoinpackb	XY7_xy7bundlecoinpackb.png	
XY8/burningspark	XY8_burningspark.png	
XY8/nightstriker	XY8_nightstriker.png	
XY8/packs/XY8Breakthrough	XY8_packs_XY8Breakthrough.png	
XY8/xy8bundle3packa	XY8_xy8bundle3packa.png	
XY8/xy8bundle3packb	XY8_xy8bundle3packb.png	
XY8/xy8bundlecoinpacka	XY8_xy8bundlecoinpacka.png	
XY8/xy8bundlecoinpackb	XY8_xy8bundlecoinpackb.png	
XY8/xy8elitetrainerbundlex	XY8_xy8elitetrainerbundlex.png	
XY8/xy8elitetrainerbundley	XY8_xy8elitetrainerbundley.png	
XY9/electriceyexy9pcd	XY9_electriceyexy9pcd.png	
XY9/gyaradosspring2016	XY9_gyaradosspring2016.png	
XY9/machampspring2016	XY9_machampspring2016.png	
XY9/mewtwospring2016	XY9_mewtwospring2016.png	
XY9/packs/XY9BREAKpoint	XY9_packs_XY9BREAKpoint.png	
XY9/waveslasherxy9pcd	XY9_waveslasherxy9pcd.png	
XY9/xy9elitetrainerbox	XY9_xy9elitetrainerbox.png	
